2023-09-04 21:40:02	Test-time adaptation benchmark: scenarios=Scenario(task='classification', model_name='resnet26', model_adaptation_method='rotta', model_selection_method='last_iterate', base_data_name='cifar10', src_data_name='cifar10', test_domains=[TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-snow-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='snow', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1.0)], test_case=TestCase(inter_domain=HeterogeneousNoMixture(has_mixture=False, non_iid_pattern='class_wise_over_domain', non_iid_ness=0.1), batch_size=64, data_wise='batch_wise', offline_pre_adapt=False, episodic=False, intra_domain_shuffle=True))
2023-09-04 21:43:00		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:43:02		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:43:02		initialize selection method=last_iterate.
2023-09-04 21:43:02		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:43:03		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:43:03		initialize selection method=last_iterate.
2023-09-04 21:43:03		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:43:05		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:43:05		initialize selection method=last_iterate.
2023-09-04 21:43:05		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:43:06		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:43:06		initialize selection method=last_iterate.
2023-09-04 21:43:06		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:43:08		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:43:08		initialize selection method=last_iterate.
2023-09-04 21:43:08		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:43:09		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:43:09		initialize selection method=last_iterate.
2023-09-04 21:43:09		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:43:10		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:43:10		initialize selection method=last_iterate.
2023-09-04 21:43:10		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:43:11		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:43:11		initialize selection method=last_iterate.
2023-09-04 21:43:11		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:43:12		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:43:12		initialize selection method=last_iterate.
2023-09-04 21:43:12		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:43:13		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:43:13		initialize selection method=last_iterate.
2023-09-04 21:43:13		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:43:14		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:43:14		initialize selection method=last_iterate.
2023-09-04 21:43:14		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:43:15		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:43:15		initialize selection method=last_iterate.
2023-09-04 21:43:15		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:43:16		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:43:16		initialize selection method=last_iterate.
2023-09-04 21:43:16		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:43:17		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:43:17		initialize selection method=last_iterate.
2023-09-04 21:43:17		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:43:18		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:43:18		initialize selection method=last_iterate.
2023-09-04 21:43:18		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:43:19		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:43:19		initialize selection method=last_iterate.
2023-09-04 21:43:19		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:43:20		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:43:20		initialize selection method=last_iterate.
2023-09-04 21:43:20		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:43:21		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:43:21		initialize selection method=last_iterate.
2023-09-04 21:43:21		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:43:22		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:43:22		initialize selection method=last_iterate.
2023-09-04 21:43:22		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:43:23		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:43:23		initialize selection method=last_iterate.
2023-09-04 21:43:23		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:43:24		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:43:24		initialize selection method=last_iterate.
2023-09-04 21:43:24		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:43:25		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:43:25		initialize selection method=last_iterate.
2023-09-04 21:43:25		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:43:26		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:43:26		initialize selection method=last_iterate.
2023-09-04 21:43:26		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:43:27		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:43:27		initialize selection method=last_iterate.
2023-09-04 21:43:27		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:43:28		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:43:28		initialize selection method=last_iterate.
2023-09-04 21:43:28		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:43:29		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:43:29		initialize selection method=last_iterate.
2023-09-04 21:43:29		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:43:30		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:43:31	stats of test-time adaptation={'cross_entropy': 1.2128154134750366, 'accuracy_top1': 63.93}.
