2023-09-11 17:19:34	Test-time adaptation benchmark: scenarios=Scenario(task='classification', model_name='resnet26', model_adaptation_method='rotta', model_selection_method='last_iterate', base_data_name='cifar10', src_data_name='cifar10', test_domains=[TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-snow-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='snow', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1.0)], test_case=TestCase(inter_domain=HeterogeneousNoMixture(has_mixture=False, non_iid_pattern='class_wise_over_domain', non_iid_ness=0.1), batch_size=64, data_wise='batch_wise', offline_pre_adapt=False, episodic=False, intra_domain_shuffle=True))
2023-09-11 17:22:41		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:22:43		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:22:43		initialize selection method=last_iterate.
2023-09-11 17:22:43		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:22:44		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:22:44		initialize selection method=last_iterate.
2023-09-11 17:22:44		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:22:45		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:22:45		initialize selection method=last_iterate.
2023-09-11 17:22:45		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:22:47		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:22:47		initialize selection method=last_iterate.
2023-09-11 17:22:47		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:22:48		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:22:48		initialize selection method=last_iterate.
2023-09-11 17:22:48		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:22:49		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:22:49		initialize selection method=last_iterate.
2023-09-11 17:22:49		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:22:51		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:22:51		initialize selection method=last_iterate.
2023-09-11 17:22:51		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:22:52		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:22:52		initialize selection method=last_iterate.
2023-09-11 17:22:52		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:22:53		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:22:53		initialize selection method=last_iterate.
2023-09-11 17:22:53		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:22:55		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:22:55		initialize selection method=last_iterate.
2023-09-11 17:22:55		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:22:56		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:22:56		initialize selection method=last_iterate.
2023-09-11 17:22:56		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:22:57		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:22:57		initialize selection method=last_iterate.
2023-09-11 17:22:57		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:22:59		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:22:59		initialize selection method=last_iterate.
2023-09-11 17:22:59		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:23:00		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:23:00		initialize selection method=last_iterate.
2023-09-11 17:23:00		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:23:02		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:23:02		initialize selection method=last_iterate.
2023-09-11 17:23:02		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:23:03		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:23:03		initialize selection method=last_iterate.
2023-09-11 17:23:03		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:23:04		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:23:04		initialize selection method=last_iterate.
2023-09-11 17:23:04		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:23:06		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:23:06		initialize selection method=last_iterate.
2023-09-11 17:23:06		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:23:07		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:23:07		initialize selection method=last_iterate.
2023-09-11 17:23:07		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:23:08		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:23:08		initialize selection method=last_iterate.
2023-09-11 17:23:08		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:23:09		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:23:10		initialize selection method=last_iterate.
2023-09-11 17:23:10		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:23:11		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:23:11		initialize selection method=last_iterate.
2023-09-11 17:23:11		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:23:12		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:23:12		initialize selection method=last_iterate.
2023-09-11 17:23:12		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:23:14		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:23:14		initialize selection method=last_iterate.
2023-09-11 17:23:14		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:23:15		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:23:15		initialize selection method=last_iterate.
2023-09-11 17:23:15		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:23:16		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:23:16		initialize selection method=last_iterate.
2023-09-11 17:23:16		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:23:17		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:23:18	stats of test-time adaptation={'cross_entropy': 0.7268725452423096, 'accuracy_top1': 79.7}.
