2023-09-05 15:27:00	Test-time adaptation benchmark: scenarios=Scenario(task='classification', model_name='resnet26', model_adaptation_method='rotta', model_selection_method='last_iterate', base_data_name='cifar10', src_data_name='cifar10', test_domains=[TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-fog-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='fog', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1.0)], test_case=TestCase(inter_domain=HeterogeneousNoMixture(has_mixture=False, non_iid_pattern='class_wise_over_domain', non_iid_ness=0.1), batch_size=64, data_wise='batch_wise', offline_pre_adapt=False, episodic=False, intra_domain_shuffle=True))
2023-09-05 15:29:21		adapt the model for 1 steps with lr=0.001.
2023-09-05 15:29:22		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 15:29:22		initialize selection method=last_iterate.
2023-09-05 15:29:22		adapt the model for 1 steps with lr=0.001.
2023-09-05 15:29:23		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 15:29:23		initialize selection method=last_iterate.
2023-09-05 15:29:23		adapt the model for 1 steps with lr=0.001.
2023-09-05 15:29:24		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 15:29:24		initialize selection method=last_iterate.
2023-09-05 15:29:24		adapt the model for 1 steps with lr=0.001.
2023-09-05 15:29:25		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 15:29:25		initialize selection method=last_iterate.
2023-09-05 15:29:25		adapt the model for 1 steps with lr=0.001.
2023-09-05 15:29:26		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 15:29:26		initialize selection method=last_iterate.
2023-09-05 15:29:26		adapt the model for 1 steps with lr=0.001.
2023-09-05 15:29:27		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 15:29:27		initialize selection method=last_iterate.
2023-09-05 15:29:27		adapt the model for 1 steps with lr=0.001.
2023-09-05 15:29:28		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 15:29:28		initialize selection method=last_iterate.
2023-09-05 15:29:28		adapt the model for 1 steps with lr=0.001.
2023-09-05 15:29:29		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 15:29:29		initialize selection method=last_iterate.
2023-09-05 15:29:29		adapt the model for 1 steps with lr=0.001.
2023-09-05 15:29:30		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 15:29:30		initialize selection method=last_iterate.
2023-09-05 15:29:30		adapt the model for 1 steps with lr=0.001.
2023-09-05 15:29:31		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 15:29:31		initialize selection method=last_iterate.
2023-09-05 15:29:31		adapt the model for 1 steps with lr=0.001.
2023-09-05 15:29:32		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 15:29:32		initialize selection method=last_iterate.
2023-09-05 15:29:32		adapt the model for 1 steps with lr=0.001.
2023-09-05 15:29:33		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 15:29:33		initialize selection method=last_iterate.
2023-09-05 15:29:33		adapt the model for 1 steps with lr=0.001.
2023-09-05 15:29:35		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 15:29:35		initialize selection method=last_iterate.
2023-09-05 15:29:35		adapt the model for 1 steps with lr=0.001.
2023-09-05 15:29:36		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 15:29:36		initialize selection method=last_iterate.
2023-09-05 15:29:36		adapt the model for 1 steps with lr=0.001.
2023-09-05 15:29:37		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 15:29:37		initialize selection method=last_iterate.
2023-09-05 15:29:37		adapt the model for 1 steps with lr=0.001.
2023-09-05 15:29:38		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 15:29:38		initialize selection method=last_iterate.
2023-09-05 15:29:38		adapt the model for 1 steps with lr=0.001.
2023-09-05 15:29:39		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 15:29:39		initialize selection method=last_iterate.
2023-09-05 15:29:39		adapt the model for 1 steps with lr=0.001.
2023-09-05 15:29:40		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 15:29:40		initialize selection method=last_iterate.
2023-09-05 15:29:40		adapt the model for 1 steps with lr=0.001.
2023-09-05 15:29:41		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 15:29:41		initialize selection method=last_iterate.
2023-09-05 15:29:41		adapt the model for 1 steps with lr=0.001.
2023-09-05 15:29:42		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 15:29:42		initialize selection method=last_iterate.
2023-09-05 15:29:42		adapt the model for 1 steps with lr=0.001.
2023-09-05 15:29:43		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 15:29:43		initialize selection method=last_iterate.
2023-09-05 15:29:43		adapt the model for 1 steps with lr=0.001.
2023-09-05 15:29:44		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 15:29:44		initialize selection method=last_iterate.
2023-09-05 15:29:44		adapt the model for 1 steps with lr=0.001.
2023-09-05 15:29:45		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 15:29:45		initialize selection method=last_iterate.
2023-09-05 15:29:45		adapt the model for 1 steps with lr=0.001.
2023-09-05 15:29:46		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 15:29:46		initialize selection method=last_iterate.
2023-09-05 15:29:46		adapt the model for 1 steps with lr=0.001.
2023-09-05 15:29:47		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 15:29:47		initialize selection method=last_iterate.
2023-09-05 15:29:47		adapt the model for 1 steps with lr=0.001.
2023-09-05 15:29:48		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 15:29:48		initialize selection method=last_iterate.
2023-09-05 15:29:48		adapt the model for 1 steps with lr=0.001.
2023-09-05 15:29:49		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 15:29:50	stats of test-time adaptation={'cross_entropy': 0.9692276910781861, 'accuracy_top1': 72.76}.
